Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,17.309999,19.980000,15.920000,19.309999,13.510491,142414800
2017-01-01,19.590000,20.049999,17.620001,17.950001,12.558949,107666300
2017-02-01,18.280001,19.850000,17.889999,18.840000,13.181649,101014300
2017-03-01,18.980000,19.790001,18.049999,19.730000,14.020219,96558100
2017-04-01,19.770000,19.820000,18.049999,18.660000,13.259872,76039700
2017-05-01,18.750000,19.500000,16.719999,17.040001,12.108696,159343900
2017-06-01,17.010000,18.129999,15.030000,17.959999,12.970592,174786200
2017-07-01,18.100000,18.379999,17.139999,17.670000,12.761157,96090600
2017-08-01,18.090000,18.500000,16.180000,17.370001,12.544500,78441100
2017-09-01,17.379999,18.070000,17.180000,17.379999,12.755960,95002000
2017-10-01,17.240000,18.340000,15.820000,17.750000,13.027519,133322800
2017-11-01,17.900000,18.709999,15.640000,16.200001,11.889904,104928200
2017-12-01,16.260000,17.629999,15.950000,17.260000,12.881492,110034500
2018-01-01,17.230000,19.340000,17.070000,18.299999,13.657666,111205100
2018-02-01,18.240000,18.690001,15.480000,15.500000,11.567967,135375900
2018-03-01,15.500000,15.950000,12.800000,14.210000,10.793546,144851200
2018-04-01,14.200000,16.160000,13.730000,15.800000,12.001267,85061900
2018-05-01,15.750000,17.490000,15.690000,17.280001,13.125439,94200700
2018-06-01,17.379999,17.959999,16.830000,17.250000,13.352654,56993300
2018-07-01,17.170000,18.370001,16.780001,18.209999,14.095757,56424300
2018-08-01,18.090000,19.190001,17.000000,17.500000,13.546171,172611000
2018-09-01,17.600000,17.920000,17.049999,17.430000,13.712691,96304800
2018-10-01,17.490000,18.170000,14.630000,15.540000,12.225774,412427900
2018-11-01,15.580000,17.040001,14.010000,14.570000,11.462645,217010900
2018-12-01,14.780000,15.300000,11.680000,13.210000,10.595949,307215300
2019-01-01,13.000000,15.280000,12.970000,14.710000,11.799122,314140000
2019-02-01,14.770000,15.980000,14.000000,14.790000,11.863292,213228600
2019-03-01,14.810000,15.590000,14.650000,15.370000,12.584751,164161200
2019-04-01,15.480000,15.870000,15.050000,15.120000,12.380054,165899300
2019-05-01,15.200000,15.430000,13.620000,13.740000,11.250129,247992900
2019-06-01,13.770000,14.530000,13.760000,14.080000,11.762073,234262900
2019-07-01,14.280000,15.260000,14.030000,14.380000,12.012686,192000200
2019-08-01,14.400000,14.500000,12.960000,13.610000,11.369448,252819900
2019-09-01,13.440000,14.070000,13.010000,13.080000,11.167582,244001900
2019-10-01,13.150000,13.210000,12.210000,12.590000,10.749226,272097900
2019-11-01,12.690000,12.960000,10.840000,11.810000,10.083269,419675000
2019-12-01,11.910000,13.250000,11.280000,12.830000,11.219190,373057400
2020-01-01,12.950000,13.860000,12.400000,12.590000,11.009322,316033400
2020-02-01,12.590000,13.210000,9.910000,11.080000,9.688902,467846700
2020-03-01,11.200000,12.250000,3.750000,4.600000,4.119109,1118635300
2020-04-01,4.670000,9.020000,4.520000,8.400000,7.521852,869616900
2020-05-01,8.230000,8.580000,6.610000,8.160000,7.306942,607515600
2020-06-01,8.190000,9.550000,6.900000,7.120000,6.621347,572243700
2020-07-01,7.120000,7.220000,6.050000,6.550000,6.091267,559097100
2020-08-01,6.570000,7.340000,6.360000,6.420000,5.970372,449957100
2020-09-01,6.420000,6.440000,5.340000,5.420000,5.264998,380221500
2020-10-01,5.400000,6.520000,5.010000,5.150000,5.002720,467295000
2020-11-01,5.150000,6.860000,4.980000,6.180000,6.003263,542925500
2020-12-01,6.260000,7.200000,6.060000,6.180000,6.180000,509365800
2021-01-01,6.260000,7.270000,6.030000,7.130000,7.130000,200529300
